Date,Place,RaceNum,Horse,Type,Status,Odds,Prob,EV,Bet,Payout,Result,Balance
2023-01-05,中京,8,3,Single,BET,237.8,0.9,2.04,100,0,LOSE,99900
2023-01-05,中京,2,12,Single,BET,331.6,0.7,2.18,100,0,LOSE,99800
2023-01-05,中山,12,6,Single,BET,225.2,1.6,3.66,100,0,LOSE,99700
2023-01-05,中山,4,9,Single,BET,325.6,0.6,2.07,100,0,LOSE,99600
2023-01-05,中京,4,5,Single,BET,305.1,0.8,2.32,100,0,LOSE,99500
2023-01-05,中山,8,6,Single,BET,142.5,1.7,2.41,100,0,LOSE,99400
2023-01-05,中山,8,12,Single,BET,314.2,0.8,2.53,100,0,LOSE,99300
2023-01-05,中山,1,4,Single,BET,348.9,0.6,2.11,100,0,LOSE,99200
2023-01-05,中山,1,8,Single,BET,391.7,0.5,2.13,100,0,LOSE,99100
2023-01-05,中山,9,10,Single,BET,122.5,2.2,2.66,100,0,LOSE,99000
2023-01-05,中山,9,6,Single,BET,257.7,0.8,2.06,100,0,LOSE,98900
2023-01-05,中山,2,9,Single,BET,420.9,0.6,2.57,100,0,LOSE,98800
2023-01-05,中京,7,7,Single,BET,89.9,2.3,2.11,100,8990,WIN,107690
2023-01-07,中山,10,13,Single,BET,372.4,0.6,2.35,100,0,LOSE,107590
2023-01-07,中京,12,11,Single,BET,212.3,0.9,2.0,100,0,LOSE,107490
2023-01-07,中山,12,2,Single,BET,192.4,1.1,2.08,100,0,LOSE,107390
2023-01-07,中山,7,10,Single,BET,504.2,0.6,2.88,100,0,LOSE,107290
2023-01-07,中山,2,11,Single,BET,311.6,0.7,2.04,100,0,LOSE,107190
2023-01-07,中山,6,9,Single,BET,508.4,1.2,6.24,100,0,LOSE,107090
2023-01-07,中山,6,4,Single,BET,392.5,0.7,2.64,100,0,LOSE,106990
2023-01-07,中山,6,10,Single,BET,531.0,0.5,2.89,100,0,LOSE,106890
2023-01-07,中京,2,4,Single,BET,505.2,0.6,3.2,100,0,LOSE,106790
2023-01-07,中京,2,7,Single,BET,607.1,0.6,3.52,100,0,LOSE,106690
2023-01-07,中京,2,12,Single,BET,619.4,0.6,3.57,100,0,LOSE,106590
2023-01-07,中山,8,7,Single,BET,26.4,8.3,2.2,100,0,LOSE,106490
2023-01-07,中山,8,2,Single,BET,38.7,7.6,2.95,100,0,LOSE,106390
2023-01-07,中山,8,6,Single,BET,76.6,5.8,4.43,100,0,LOSE,106290
2023-01-07,中山,8,4,Single,BET,54.0,5.5,2.97,100,0,LOSE,106190
2023-01-07,中京,5,3,Single,BET,499.9,2.1,10.3,100,0,LOSE,106090
2023-01-07,中京,5,5,Single,BET,395.6,0.6,2.46,100,0,LOSE,105990
2023-01-07,中京,5,9,Single,BET,432.8,0.6,2.39,100,0,LOSE,105890
2023-01-07,中京,3,5,Single,BET,407.0,0.6,2.52,100,0,LOSE,105790
2023-01-07,中京,7,7,Single,BET,170.0,5.3,9.03,100,0,LOSE,105690
2023-01-07,中京,7,12,Single,BET,340.2,0.8,2.83,100,0,LOSE,105590
2023-01-07,中京,7,8.0-7.0,Wide,BET,15.8,894.3,0.19,100,0,LOSE,105490
2023-01-07,中京,9,8,Single,BET,485.8,0.6,3.08,100,0,LOSE,105390
2023-01-07,中京,6,9,Single,BET,380.2,0.6,2.4,100,0,LOSE,105290
2023-01-07,中山,1,3,Single,BET,252.8,1.1,2.85,100,0,LOSE,105190
2023-01-07,中山,1,13,Single,BET,267.4,0.8,2.06,100,0,LOSE,105090
2023-01-07,中山,1,14,Single,BET,427.0,0.6,2.62,100,0,LOSE,104990
2023-01-07,中山,1,12,Single,BET,383.9,0.6,2.35,100,0,LOSE,104890
2023-01-07,中山,1,9,Single,BET,564.2,0.6,3.4,100,0,LOSE,104790
2023-01-07,中山,1,16,Single,BET,503.5,0.5,2.72,100,0,LOSE,104690
2023-01-08,中山,5,6,Single,BET,109.7,2.2,2.4,100,0,LOSE,104590
2023-01-08,中山,5,14,Single,BET,326.9,0.6,2.02,100,0,LOSE,104490
2023-01-08,中山,4,8,Single,BET,46.5,8.2,3.8,100,0,LOSE,104390
2023-01-08,中山,4,2,Single,BET,51.2,7.6,3.88,100,0,LOSE,104290
2023-01-08,中山,4,5,Single,BET,102.4,5.1,5.27,100,0,LOSE,104190
2023-01-08,中山,4,4,Single,BET,243.4,4.9,11.99,100,0,LOSE,104090
2023-01-08,中山,4,14,Single,BET,259.8,3.4,8.76,100,0,LOSE,103990
2023-01-08,中京,12,6,Single,BET,249.1,2.1,5.25,100,0,LOSE,103890
2023-01-08,中京,9,7,Single,BET,340.1,0.6,2.05,100,0,LOSE,103790
2023-01-08,中山,11,11,Single,BET,72.7,3.7,2.68,100,0,LOSE,103690
2023-01-08,中山,8,14,Single,BET,423.4,0.6,2.5,100,0,LOSE,103590
2023-01-08,中山,3,2,Single,BET,327.1,0.7,2.15,100,0,LOSE,103490
2023-01-08,中京,5,8,Single,BET,423.2,0.6,2.61,100,0,LOSE,103390
2023-01-08,中京,3,1,Single,BET,292.2,0.7,2.13,100,0,LOSE,103290
2023-01-08,中山,7,3,Single,BET,435.4,0.7,2.89,100,0,LOSE,103190
2023-01-08,中山,1,4,Single,BET,572.8,0.7,4.05,100,0,LOSE,103090
2023-01-08,中山,1,14,Single,BET,697.2,0.6,4.24,100,0,LOSE,102990
2023-01-09,中山,10,5,Single,BET,243.3,0.9,2.1,100,0,LOSE,102890
2023-01-09,中山,2,4,Single,BET,574.0,0.7,4.23,100,0,LOSE,102790
2023-01-09,中山,2,8,Single,BET,403.0,0.6,2.32,100,0,LOSE,102690
2023-01-09,中京,1,9,Single,BET,178.0,2.1,3.78,100,0,LOSE,102590
2023-01-09,中京,2,15,Single,BET,109.6,2.8,3.1,100,0,LOSE,102490
2023-01-09,中山,12,10,Single,BET,439.9,1.4,6.35,100,0,LOSE,102390
2023-01-09,中京,7,14,Single,BET,437.9,0.6,2.7,100,0,LOSE,102290
2023-01-09,中山,7,11,Single,BET,265.0,0.8,2.0,100,0,LOSE,102190
2023-01-09,中京,10,15,Single,BET,248.5,1.1,2.74,100,0,LOSE,102090
2023-01-09,中山,8,7,Single,BET,140.8,3.7,5.26,100,0,LOSE,101990
2023-01-09,中山,8,8,Single,BET,236.3,1.2,2.94,100,0,LOSE,101890
2023-01-09,中山,9,1,Single,BET,212.2,1.2,2.6,100,0,LOSE,101790
2023-01-09,中京,5,5,Single,BET,325.5,1.3,4.39,100,0,LOSE,101690
2023-01-09,中京,5,10,Single,BET,419.8,0.6,2.59,100,0,LOSE,101590
2023-01-09,中山,1,3,Single,BET,422.8,0.7,2.89,100,0,LOSE,101490
2023-01-09,中山,1,10,Single,BET,403.5,0.6,2.47,100,0,LOSE,101390
2023-01-14,中山,8,14,Single,BET,350.4,0.6,2.03,100,0,LOSE,101290
2023-01-14,中京,8,11,Single,BET,139.8,1.6,2.18,100,0,LOSE,101190
2023-01-14,小倉,10,15,Single,BET,85.1,2.5,2.14,100,0,LOSE,101090
2023-01-14,中京,5,12,Single,BET,416.7,0.6,2.44,100,0,LOSE,100990
2023-01-14,中山,6,4,Single,BET,310.5,0.7,2.17,100,0,LOSE,100890
2023-01-14,小倉,4,11,Single,BET,19.4,11.2,2.18,100,1939,WIN,102729
2023-01-14,小倉,4,6,Single,BET,59.1,7.3,4.34,100,0,LOSE,102629
2023-01-14,小倉,4,9,Single,BET,39.0,6.7,2.62,100,0,LOSE,102529
2023-01-14,小倉,4,5,Single,BET,125.1,6.0,7.54,100,0,LOSE,102429
2023-01-14,小倉,4,8,Single,BET,68.0,5.4,3.65,100,0,LOSE,102329
2023-01-14,中山,2,1,Single,BET,301.6,0.7,2.16,100,0,LOSE,102229
2023-01-14,中山,2,5,Single,BET,431.3,0.6,2.76,100,0,LOSE,102129
2023-01-14,中山,3,1,Single,BET,224.2,3.7,8.22,100,0,LOSE,102029
2023-01-14,中京,12,16,Single,BET,203.9,1.3,2.55,100,0,LOSE,101929
2023-01-14,中京,12,9,Single,BET,448.3,0.6,2.66,100,0,LOSE,101829
2023-01-14,中京,10,10,Single,BET,333.2,2.2,7.41,100,0,LOSE,101729
2023-01-14,中京,10,15,Single,BET,488.4,0.6,2.92,100,0,LOSE,101629
2023-01-14,中山,7,7,Single,BET,142.5,1.6,2.27,100,0,LOSE,101529
2023-01-14,中山,1,15,Single,BET,451.5,0.5,2.37,100,0,LOSE,101429
2023-01-14,中京,2,8,Single,BET,113.9,2.3,2.6,100,0,LOSE,101329
2023-01-14,中京,2,2,Single,BET,358.8,0.7,2.52,100,0,LOSE,101229
2023-01-14,小倉,5,9,Single,BET,84.6,15.3,12.94,100,0,LOSE,101129
2023-01-14,小倉,5,5,Single,BET,74.1,9.4,6.95,100,0,LOSE,101029
2023-01-14,小倉,5,10,Single,BET,50.3,6.5,3.28,100,0,LOSE,100929
2023-01-14,小倉,5,11,Single,BET,95.0,6.0,5.74,100,0,LOSE,100829
2023-01-14,小倉,5,1.0-9.0,Wide,BET,10.5,2648.2,0.55,100,1046,WIN,101775
2023-01-14,小倉,5,1.0-5.0,Wide,BET,9.8,1624.1,0.55,100,0,LOSE,101675
2023-01-14,中京,1,14,Single,BET,332.4,0.7,2.41,100,0,LOSE,101575
2023-01-15,中山,5,3,Single,BET,446.7,3.6,15.93,100,0,LOSE,101475
2023-01-15,中山,5,14,Single,BET,293.3,1.5,4.39,100,0,LOSE,101375
2023-01-15,中山,5,13.0-3.0,Wide,BET,26.0,530.4,0.14,100,2604,WIN,103879
2023-01-15,中山,7,3,Single,BET,231.4,1.8,4.14,100,0,LOSE,103779
2023-01-15,中山,7,14,Single,BET,323.9,0.7,2.38,100,0,LOSE,103679
2023-01-15,中山,7,16,Single,BET,651.7,0.5,3.42,100,0,LOSE,103579
2023-01-15,中山,2,12,Single,BET,444.2,0.6,2.63,100,0,LOSE,103479
2023-01-15,中山,2,11,Single,BET,427.4,0.6,2.53,100,0,LOSE,103379
2023-01-15,中山,3,2,Single,BET,492.4,0.7,3.24,100,0,LOSE,103279
2023-01-15,中山,3,11,Single,BET,426.3,0.6,2.62,100,0,LOSE,103179
2023-01-15,中京,2,11,Single,BET,407.4,0.6,2.58,100,0,LOSE,103079
2023-01-15,中京,2,8,Single,BET,319.1,0.6,2.02,100,0,LOSE,102979
2023-01-15,中京,2,2,Single,BET,354.5,0.6,2.23,100,0,LOSE,102879
2023-01-15,中京,2,13,Single,BET,591.3,0.5,3.22,100,0,LOSE,102779
2023-01-15,小倉,11,3,Single,BET,104.9,4.5,4.75,100,0,LOSE,102679
2023-01-15,中山,8,12,Single,BET,252.9,0.8,2.1,100,0,LOSE,102579
2023-01-15,中山,8,5,Single,BET,393.9,0.6,2.44,100,0,LOSE,102479
2023-01-15,小倉,9,6,Single,BET,230.5,1.4,3.2,100,0,LOSE,102379
2023-01-15,小倉,9,16,Single,BET,219.6,1.2,2.55,100,0,LOSE,102279
2023-01-15,小倉,9,14,Single,BET,353.6,0.6,2.07,100,0,LOSE,102179
2023-01-15,中京,7,1,Single,BET,324.9,0.6,2.0,100,0,LOSE,102079
2023-01-15,小倉,2,13,Single,BET,457.3,0.5,2.49,100,0,LOSE,101979
2023-01-15,小倉,4,12,Single,BET,41.2,8.2,3.36,100,0,LOSE,101879
2023-01-15,小倉,4,9,Single,BET,38.5,7.8,2.98,100,0,LOSE,101779
2023-01-15,小倉,4,1,Single,BET,189.8,6.2,11.73,100,0,LOSE,101679
2023-01-15,中京,8,11,Single,BET,401.9,0.6,2.43,100,0,LOSE,101579
2023-01-15,中山,10,9,Single,BET,261.0,1.5,4.01,100,0,LOSE,101479
2023-01-15,中京,5,12,Single,BET,438.8,0.7,2.91,100,0,LOSE,101379
2023-01-15,中京,5,4,Single,BET,396.5,0.7,2.61,100,0,LOSE,101279
2023-01-15,中京,5,10,Single,BET,487.6,0.6,2.93,100,0,LOSE,101179
2023-01-15,小倉,3,9,Single,BET,109.3,2.0,2.13,100,0,LOSE,101079
2023-01-21,小倉,12,9,Single,BET,355.2,0.6,2.07,100,0,LOSE,100979
2023-01-21,小倉,3,12,Single,BET,361.2,0.6,2.32,100,0,LOSE,100879
2023-01-21,小倉,3,8,Single,BET,495.8,0.6,2.96,100,0,LOSE,100779
2023-01-21,小倉,5,8,Single,BET,19.3,14.4,2.77,100,1930,WIN,102609
2023-01-21,小倉,5,6,Single,BET,24.2,8.5,2.06,100,0,LOSE,102509
2023-01-21,小倉,5,2,Single,BET,36.5,7.4,2.71,100,0,LOSE,102409
2023-01-21,小倉,5,5,Single,BET,55.1,6.6,3.65,100,0,LOSE,102309
2023-01-21,中山,9,14,Single,BET,492.4,0.5,2.68,100,0,LOSE,102209
2023-01-21,小倉,2,8,Single,BET,433.8,0.6,2.46,100,0,LOSE,102109
2023-01-21,中京,2,4,Single,BET,402.3,0.8,3.19,100,0,LOSE,102009
2023-01-21,中京,2,2,Single,BET,376.5,0.7,2.62,100,0,LOSE,101909
2023-01-21,中京,2,12,Single,BET,468.1,0.6,2.81,100,0,LOSE,101809
2023-01-21,小倉,1,16,Single,BET,59.2,10.5,6.22,100,5920,WIN,107629
2023-01-21,小倉,1,1,Single,BET,173.3,1.3,2.29,100,0,LOSE,107529
2023-01-21,小倉,1,9.0-16.0,Wide,BET,8.9,1720.0,0.18,100,0,LOSE,107429
2023-01-21,小倉,4,11,Single,BET,116.8,11.5,13.39,100,0,LOSE,107329
2023-01-21,小倉,4,2,Single,BET,51.7,6.6,3.44,100,0,LOSE,107229
2023-01-21,小倉,4,12,Single,BET,137.0,3.3,4.58,100,0,LOSE,107129
2023-01-21,小倉,4,6.0-11.0,Wide,BET,14.3,1686.6,0.31,100,0,LOSE,107029
2023-01-21,中山,2,7,Single,BET,368.9,0.6,2.25,100,0,LOSE,106929
2023-01-21,中山,2,9,Single,BET,383.3,0.6,2.33,100,0,LOSE,106829
2023-01-21,中山,2,6,Single,BET,360.1,0.6,2.05,100,0,LOSE,106729
2023-01-21,中京,7,13,Single,BET,432.4,0.6,2.58,100,0,LOSE,106629
2023-01-21,中山,3,16,Single,BET,457.7,0.5,2.23,100,0,LOSE,106529
2023-01-21,中京,1,7,Single,BET,483.2,0.6,3.01,100,0,LOSE,106429
2023-01-21,中山,5,6,Single,BET,439.9,0.7,2.96,100,0,LOSE,106329
2023-01-21,中山,5,9,Single,BET,506.5,0.6,3.21,100,0,LOSE,106229
2023-01-21,中山,5,8,Single,BET,348.1,0.6,2.11,100,0,LOSE,106129
2023-01-22,中山,3,2,Single,BET,305.6,0.7,2.14,100,0,LOSE,106029
2023-01-22,中山,3,6,Single,BET,462.5,0.6,2.91,100,0,LOSE,105929
2023-01-22,中山,1,16,Single,BET,124.7,1.8,2.3,100,0,LOSE,105829
2023-01-22,小倉,4,11,Single,BET,64.5,5.9,3.81,100,0,LOSE,105729
2023-01-22,小倉,4,7,Single,BET,101.5,4.9,4.97,100,0,LOSE,105629
2023-01-22,小倉,1,2,Single,BET,294.9,0.7,2.01,100,0,LOSE,105529
2023-01-22,中京,2,4,Single,BET,173.5,1.4,2.5,100,0,LOSE,105429
2023-01-22,中京,2,2,Single,BET,342.9,0.6,2.19,100,0,LOSE,105329
2023-01-22,中京,2,7,Single,BET,650.3,0.6,3.87,100,0,LOSE,105229
2023-01-22,中京,1,3,Single,BET,348.9,2.6,9.22,100,0,LOSE,105129
2023-01-22,中京,1,9.0-3.0,Wide,BET,15.3,903.7,0.29,100,0,LOSE,105029
2023-01-22,中山,10,2,Single,BET,260.9,0.9,2.44,100,0,LOSE,104929
2023-01-22,小倉,6,8,Single,BET,378.4,0.6,2.13,100,0,LOSE,104829
2023-01-22,中山,7,2,Single,BET,296.7,0.7,2.09,100,0,LOSE,104729
2023-01-22,中山,7,12,Single,BET,345.0,0.6,2.05,100,0,LOSE,104629
2023-01-22,中山,4,16,Single,BET,494.3,0.7,3.32,100,0,LOSE,104529
2023-01-22,中京,5,7,Single,BET,321.0,0.6,2.06,100,0,LOSE,104429
2023-01-22,中京,5,8,Single,BET,388.1,0.6,2.33,100,0,LOSE,104329
2023-01-22,小倉,2,1,Single,BET,496.9,0.8,3.79,100,0,LOSE,104229
2023-01-22,小倉,2,15,Single,BET,429.0,0.5,2.09,100,0,LOSE,104129
2023-01-22,中山,2,1,Single,BET,423.8,0.6,2.68,100,0,LOSE,104029
2023-01-22,中山,8,5,Single,BET,250.4,1.5,3.66,100,0,LOSE,103929
2023-01-22,中山,11,8,Single,BET,317.7,0.6,2.01,100,0,LOSE,103829
2023-01-22,中山,5,5,Single,BET,444.4,0.6,2.87,100,0,LOSE,103729
2023-01-28,東京,11,6,Single,BET,33.0,13.1,4.32,100,0,LOSE,103629
2023-01-28,東京,11,7.0-6.0,Wide,BET,5.8,2741.1,0.21,100,578,WIN,104107
2023-01-28,東京,12,6,Single,BET,134.4,1.9,2.51,100,0,LOSE,104007
2023-01-28,小倉,7,6,Single,BET,351.9,0.6,2.25,100,0,LOSE,103907
2023-01-28,東京,8,5,Single,BET,162.8,2.4,3.88,100,0,LOSE,103807
2023-01-28,東京,8,4,Single,BET,532.8,0.8,4.35,100,0,LOSE,103707
2023-01-28,東京,8,3,Single,BET,390.8,0.7,2.68,100,0,LOSE,103607
2023-01-28,小倉,11,3,Single,BET,301.7,0.7,2.06,100,0,LOSE,103507
2023-01-28,小倉,1,7,Single,BET,262.1,2.0,5.33,100,0,LOSE,103407
2023-01-28,小倉,2,7,Single,BET,364.1,0.7,2.57,100,0,LOSE,103307
2023-01-28,中京,2,12,Single,BET,362.7,0.7,2.47,100,0,LOSE,103207
2023-01-28,中京,2,3,Single,BET,531.0,0.7,3.52,100,0,LOSE,103107
2023-01-28,東京,3,4,Single,BET,501.1,1.4,7.01,100,0,LOSE,103007
2023-01-28,東京,5,10,Single,BET,261.2,2.3,6.01,100,0,LOSE,102907
2023-01-28,東京,5,1,Single,BET,276.8,0.8,2.16,100,0,LOSE,102807
2023-01-28,東京,5,9,Single,BET,426.5,0.5,2.32,100,0,LOSE,102707
2023-01-28,東京,7,2,Single,BET,495.5,0.7,3.71,100,0,LOSE,102607
2023-01-28,東京,7,8,Single,BET,351.7,0.6,2.19,100,0,LOSE,102507
2023-01-28,中京,6,13,Single,BET,402.7,0.6,2.28,100,0,LOSE,102407
2023-01-28,小倉,6,1,Single,BET,223.5,1.0,2.31,100,0,LOSE,102307
2023-01-28,中京,12,1,Single,BET,291.5,0.7,2.16,100,0,LOSE,102207
2023-01-28,小倉,4,9,Single,BET,44.0,9.1,3.99,100,0,LOSE,102107
2023-01-28,小倉,4,1,Single,BET,23.7,8.6,2.03,100,0,LOSE,102007
2023-01-28,小倉,4,7,Single,BET,84.6,5.8,4.87,100,0,LOSE,101907
2023-01-28,小倉,4,4,Single,BET,177.0,5.3,9.46,100,0,LOSE,101807
2023-01-28,小倉,4,8.0-9.0,Wide,BET,9.0,1660.1,1.77,100,0,LOSE,101707
2023-01-28,小倉,4,8.0-4.0,Wide,BET,18.1,978.0,1.77,100,0,LOSE,101607
2023-01-28,小倉,3,12,Single,BET,249.4,2.0,4.96,100,0,LOSE,101507
2023-01-28,小倉,8,6,Single,BET,83.1,7.8,6.46,100,0,LOSE,101407
2023-01-28,小倉,8,5,Single,BET,55.5,5.5,3.02,100,0,LOSE,101307
2023-01-28,小倉,8,10.0-6.0,Wide,BET,10.1,1435.1,0.44,100,0,LOSE,101207
2023-01-29,東京,2,2,Single,BET,482.3,0.7,3.22,100,0,LOSE,101107
2023-01-29,東京,2,8,Single,BET,399.6,0.6,2.36,100,0,LOSE,101007
2023-01-29,東京,5,1,Single,BET,578.0,0.8,4.38,100,0,LOSE,100907
2023-01-29,東京,5,13,Single,BET,530.8,0.6,3.31,100,0,LOSE,100807
2023-01-29,東京,5,11,Single,BET,378.7,0.6,2.21,100,0,LOSE,100707
2023-01-29,小倉,8,7,Single,BET,132.5,1.7,2.19,100,0,LOSE,100607
2023-01-29,中京,4,1,Single,BET,371.1,0.7,2.7,100,0,LOSE,100507
2023-01-29,中京,8,11,Single,BET,345.7,0.7,2.41,100,0,LOSE,100407
2023-01-29,東京,4,12,Single,BET,630.8,0.7,4.43,100,0,LOSE,100307
2023-01-29,東京,4,7,Single,BET,439.5,0.6,2.53,100,0,LOSE,100207
2023-01-29,東京,3,1,Single,BET,303.4,0.7,2.22,100,0,LOSE,100107
2023-01-29,東京,3,2,Single,BET,526.6,0.7,3.7,100,0,LOSE,100007
2023-01-29,中京,10,10,Single,BET,163.2,1.3,2.1,100,0,LOSE,99907
2023-01-29,中京,10,14,Single,BET,173.5,1.2,2.09,100,0,LOSE,99807
2023-01-29,中京,10,16,Single,BET,354.2,0.7,2.35,100,0,LOSE,99707
2023-01-29,小倉,2,6,Single,BET,366.8,0.6,2.26,100,0,LOSE,99607
2023-01-29,東京,11,11,Single,BET,347.5,0.6,2.03,100,0,LOSE,99507
2023-01-29,中京,11,12,Single,BET,432.0,0.6,2.58,100,0,LOSE,99407
2023-01-29,東京,12,1,Single,BET,93.5,3.0,2.85,100,0,LOSE,99307
2023-01-29,中京,5,9,Single,BET,349.5,0.6,2.03,100,0,LOSE,99207
2023-01-29,東京,8,10,Single,BET,174.9,1.7,3.05,100,0,LOSE,99107
2023-01-29,東京,1,7,Single,BET,255.4,0.9,2.28,100,0,LOSE,99007
2023-01-29,東京,1,3,Single,BET,531.9,0.7,3.63,100,0,LOSE,98907
2023-01-29,東京,1,14,Single,BET,586.0,0.6,3.46,100,0,LOSE,98807
2023-01-29,東京,1,11,Single,BET,446.7,0.5,2.43,100,0,LOSE,98707
2023-01-29,中京,1,4,Single,BET,413.9,0.7,2.8,100,0,LOSE,98607
2023-01-29,中京,1,11,Single,BET,351.2,0.6,2.2,100,0,LOSE,98507
2023-01-29,中京,3,10,Single,BET,200.2,1.5,2.91,100,0,LOSE,98407
2023-01-29,中京,3,3,Single,BET,338.0,1.0,3.44,100,0,LOSE,98307
2023-01-29,中京,3,14,Single,BET,531.9,0.8,4.08,100,0,LOSE,98207
2023-01-29,東京,7,4,Single,BET,114.9,24.1,27.74,100,0,LOSE,98107
2023-01-29,東京,7,1.0-4.0,Wide,BET,11.9,4052.2,0.17,100,1192,WIN,99199
2023-01-29,小倉,4,4,Single,BET,50.4,10.8,5.44,100,0,LOSE,99099
2023-01-29,小倉,4,5,Single,BET,39.6,7.4,2.92,100,0,LOSE,98999
2023-01-29,小倉,4,12,Single,BET,111.6,5.1,5.7,100,0,LOSE,98899
2023-01-29,小倉,4,9.0-4.0,Wide,BET,8.2,1820.0,0.59,100,0,LOSE,98799
2023-02-04,小倉,6,9,Single,BET,109.9,1.9,2.03,100,0,LOSE,98699
2023-02-04,中京,8,2,Single,BET,375.3,0.6,2.27,100,0,LOSE,98599
2023-02-04,東京,3,4,Single,BET,290.2,0.7,2.15,100,0,LOSE,98499
2023-02-04,東京,3,1,Single,BET,373.9,0.6,2.41,100,0,LOSE,98399
2023-02-04,東京,3,5,Single,BET,613.8,0.6,3.87,100,0,LOSE,98299
2023-02-04,東京,3,7,Single,BET,387.8,0.6,2.39,100,0,LOSE,98199
2023-02-04,中京,3,1,Single,BET,536.1,0.7,3.76,100,0,LOSE,98099
2023-02-04,中京,3,3,Single,BET,424.8,0.6,2.72,100,0,LOSE,97999
2023-02-04,中京,3,13,Single,BET,792.3,0.6,4.54,100,0,LOSE,97899
2023-02-04,中京,3,15,Single,BET,587.7,0.5,2.91,100,0,LOSE,97799
2023-02-04,東京,9,10,Single,BET,455.2,0.7,3.01,100,0,LOSE,97699
2023-02-04,東京,9,9,Single,BET,371.0,0.6,2.23,100,0,LOSE,97599
2023-02-04,中京,1,9,Single,BET,533.0,0.7,3.96,100,0,LOSE,97499
2023-02-04,小倉,4,8,Single,BET,110.5,7.4,8.17,100,0,LOSE,97399
2023-02-04,小倉,4,1,Single,BET,145.9,6.4,9.32,100,0,LOSE,97299
2023-02-04,小倉,4,12,Single,BET,61.1,5.7,3.47,100,0,LOSE,97199
2023-02-04,小倉,4,7,Single,BET,271.6,5.6,15.15,100,0,LOSE,97099
2023-02-04,小倉,4,6,Single,BET,128.3,5.3,6.78,100,0,LOSE,96999
2023-02-04,小倉,4,9.0-8.0,Wide,BET,10.6,1554.9,0.52,100,0,LOSE,96899
2023-02-04,小倉,4,9.0-1.0,Wide,BET,12.2,1343.2,0.52,100,0,LOSE,96799
2023-02-04,小倉,4,9.0-7.0,Wide,BET,16.6,1173.3,0.52,100,0,LOSE,96699
2023-02-04,東京,2,9,Single,BET,671.9,0.6,3.79,100,0,LOSE,96599
2023-02-04,東京,5,17,Single,BET,465.4,0.8,3.88,100,0,LOSE,96499
2023-02-04,東京,5,3,Single,BET,332.3,0.7,2.44,100,0,LOSE,96399
2023-02-04,東京,5,7,Single,BET,544.5,0.6,3.38,100,0,LOSE,96299
2023-02-04,小倉,7,8,Single,BET,316.2,1.1,3.32,100,0,LOSE,96199
2023-02-04,小倉,7,9,Single,BET,415.6,0.7,2.71,100,0,LOSE,96099
2023-02-04,小倉,7,3,Single,BET,402.5,0.7,2.63,100,0,LOSE,95999
2023-02-04,小倉,2,7,Single,BET,503.9,0.6,3.0,100,0,LOSE,95899
2023-02-04,中京,11,12,Single,BET,36.1,5.7,2.04,100,0,LOSE,95799
2023-02-04,小倉,5,8,Single,BET,85.0,5.7,4.85,100,0,LOSE,95699
2023-02-04,小倉,5,5,Single,BET,114.4,5.5,6.27,100,0,LOSE,95599
2023-02-04,小倉,5,9,Single,BET,255.3,5.4,13.82,100,0,LOSE,95499
2023-02-04,小倉,5,2,Single,BET,188.7,2.2,4.24,100,0,LOSE,95399
2023-02-04,小倉,5,7.0-5.0,Wide,BET,9.8,1493.2,0.35,100,0,LOSE,95299
2023-02-04,小倉,5,7.0-9.0,Wide,BET,14.7,1473.8,0.35,100,0,LOSE,95199
2023-02-04,小倉,1,3,Single,BET,173.8,1.4,2.35,100,0,LOSE,95099
2023-02-04,小倉,1,10,Single,BET,452.6,0.8,3.5,100,0,LOSE,94999
2023-02-04,小倉,1,8,Single,BET,434.3,0.6,2.72,100,0,LOSE,94899
2023-02-04,東京,11,11,Single,BET,234.8,1.6,3.84,100,0,LOSE,94799
2023-02-04,東京,12,7,Single,BET,331.3,0.7,2.29,100,0,LOSE,94699
2023-02-04,東京,1,1,Single,BET,345.2,0.7,2.29,100,0,LOSE,94599
2023-02-04,東京,1,6,Single,BET,411.7,0.6,2.47,100,0,LOSE,94499
2023-02-04,東京,1,15,Single,BET,441.8,0.5,2.18,100,0,LOSE,94399
2023-02-04,中京,5,3,Single,BET,314.9,0.7,2.32,100,0,LOSE,94299
2023-02-04,中京,5,4,Single,BET,366.3,0.7,2.68,100,0,LOSE,94199
2023-02-04,中京,5,1,Single,BET,398.0,0.7,2.68,100,0,LOSE,94099
2023-02-04,中京,5,9,Single,BET,588.7,0.6,3.73,100,0,LOSE,93999
2023-02-04,中京,2,12,Single,BET,403.1,0.6,2.31,100,0,LOSE,93899
2023-02-04,小倉,8,2,Single,BET,421.1,0.8,3.32,100,0,LOSE,93799
2023-02-04,中京,6,12,Single,BET,350.7,0.7,2.32,100,0,LOSE,93699
2023-02-04,中京,6,14,Single,BET,324.6,0.6,2.02,100,0,LOSE,93599
2023-02-05,東京,5,3,Single,BET,369.3,2.1,7.61,100,0,LOSE,93499
2023-02-05,東京,5,10,Single,BET,571.0,0.6,3.39,100,0,LOSE,93399
2023-02-05,小倉,2,2,Single,BET,297.6,0.7,2.16,100,0,LOSE,93299
2023-02-05,小倉,2,12,Single,BET,336.3,0.6,2.03,100,0,LOSE,93199
2023-02-05,小倉,6,10,Single,BET,461.4,0.6,2.76,100,0,LOSE,93099
